id,lat,lon,k,v
6821158785,41.9940018,21.4310477,amenity,bank
6821158785,41.9940018,21.4310477,name,Komerz
6913357685,42.024698,21.4294687,amenity,bank
6913357685,42.024698,21.4294687,name,Hallbank
6968735785,41.9754854,21.4386821,amenity,bank
6968735785,41.9754854,21.4386821,name:en,Unibank ATM
7133065641,42.006762,21.3575237,amenity,bank
7133065641,42.006762,21.3575237,name,Уни Банка
7136180068,41.9838482,21.4699551,amenity,bank
7136180068,41.9838482,21.4699551,name,Охридска Банка
7136914207,42.0026806,21.4616919,amenity,bank
7136914207,42.0026806,21.4616919,name,Силк Роуд Банка
7136914207,42.0026806,21.4616919,name:en,Silk Road Bank
7876582715,41.9839565,21.4390846,amenity,bank
7876582715,41.9839565,21.4390846,name,Silk Road
9200216063,41.9903066,21.4317942,amenity,bank
9200216063,41.9903066,21.4317942,name,Komerz
9200216159,41.9984702,21.4250567,amenity,bank
9200216159,41.9984702,21.4250567,name,Iute credit
9200216160,41.9978983,21.4293563,amenity,bank
9200216160,41.9978983,21.4293563,name,Sparkasse
9200216441,41.9903752,21.4316452,amenity,bank
9200216441,41.9903752,21.4316452,name,Sto
9200216722,41.9899741,21.4352972,amenity,bank
9200216722,41.9899741,21.4352972,name,Sparkasse
9233459229,42.0064539,21.502468,amenity,bank
9233459229,42.0064539,21.502468,atm,yes
9233459229,42.0064539,21.502468,drive_through,no
9233459229,42.0064539,21.502468,name,Стопанска Банка
9233459229,42.0064539,21.502468,name:en,Stopanska Banka - STB
9249325904,41.9866482,21.46331,amenity,bank
9249325904,41.9866482,21.46331,name,НЛБ Тутунска Банка
9249326272,41.9866114,21.4633707,amenity,bank
9249326272,41.9866114,21.4633707,name,Комерцијална Банка
9959079921,42.000144,21.459307,amenity,bank
9959079921,42.000144,21.459307,atm,yes
9959079921,42.000144,21.459307,name,Шпаркасе Банка
9959079921,42.000144,21.459307,operator,Шпаркасе Банка
10074558295,41.9811471,21.4144902,addr:city,Cкoпje
10074558295,41.9811471,21.4144902,addr:housenumber,12
10074558295,41.9811471,21.4144902,addr:street,Македонская улица
10074558295,41.9811471,21.4144902,amenity,bank
10074558295,41.9811471,21.4144902,name,ВТБ
